,Air_name,Departure_time,Arrival_time,Duration,Total_stops,Price
1747,Air India,18:00,20:30,2h 30m,Non Stop,"5,942"
1748,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,942"
1749,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,942"
1750,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,953"
1751,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,953"
1752,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,953"
1753,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,953"
1754,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,953"
1755,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,953"
1756,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,953"
1757,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,953"
1758,Go First,06:00,08:10,2h 10m,Non Stop,"5,953"
1759,Go First,08:00,10:10,2h 10m,Non Stop,"5,953"
1760,Go First,13:30,15:40,2h 10m,Non Stop,"5,954"
1761,Go First,18:00,20:10,2h 10m,Non Stop,"5,954"
1762,Go First,22:40,00:50,2h 10m,Non Stop,"5,954"
1763,Go First,09:55,12:10,2h 15m,Non Stop,"5,954"
1764,Go First,12:15,14:30,2h 15m,Non Stop,"5,954"
1765,Go First,21:15,23:30,2h 15m,Non Stop,"5,954"
1766,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1767,Air India,07:00,08:55,1h 55m,Non Stop,"5,954"
1768,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1769,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,954"
1770,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,955"
1771,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,955"
1772,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,955"
1773,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,955"
1774,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,955"
1775,Air Asia,08:00,20:35,12h 35m,Non Stop,"4,919"
1776,Air Asia,18:35,07:15,12h 40m,Non Stop,"4,919"
1777,Air Asia,22:10,12:25,14h 15m,Non Stop,"4,919"
1778,Go First,07:00,09:10,2h 10m,Non Stop,"4,919"
1779,Go First,08:00,10:10,2h 10m,Non Stop,"4,919"
1780,Go First,22:30,00:40,2h 10m,Non Stop,"4,919"
1781,Go First,02:40,04:55,2h 15m,Non Stop,"5,404"
1782,Go First,19:40,21:55,2h 15m,Non Stop,"5,941"
1783,Go First,21:00,23:15,2h 15m,Non Stop,"5,941"
1784,Go First,10:30,12:50,2h 20m,Non Stop,"5,941"
1785,Go First,15:00,17:30,2h 30m,Non Stop,"5,941"
1786,Go First,17:55,20:25,2h 30m,Non Stop,"5,941"
1787,Go First,09:10,16:15,7h 05m,Non Stop,"5,941"
1788,Air India,07:00,09:05,2h 05m,Non Stop,"5,941"
1789,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,941"
1790,Air India,08:00,10:10,2h 10m,Non Stop,"5,941"
1791,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,941"
1792,Air India,10:40,12:50,2h 10m,Non Stop,"5,942"
1793,Air India,07:00,08:55,1h 55m,Non Stop,"5,942"
1794,Air India,08:00,10:15,2h 15m,Non Stop,"5,942"
1795,Air India,10:00,12:15,2h 15m,Non Stop,"5,942"
1796,Air India,19:00,21:15,2h 15m,Non Stop,"5,942"
1797,Air India,15:25,19:20,3h 55m,Non Stop,"5,942"
1798,Air India,07:05,11:10,4h 05m,Non Stop,"5,942"
1799,Air India,18:00,20:30,2h 30m,Non Stop,"5,942"
1800,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,953"
1801,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,953"
1802,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,953"
1803,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,953"
1804,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,953"
1805,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,953"
1806,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,953"
1807,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,953"
1808,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,953"
1809,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,953"
1810,Go First,06:00,08:10,2h 10m,Non Stop,"5,954"
1811,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1812,Go First,13:30,15:40,2h 10m,Non Stop,"5,954"
1813,Go First,18:00,20:10,2h 10m,Non Stop,"5,954"
1814,Go First,22:40,00:50,2h 10m,Non Stop,"5,954"
1815,Go First,09:55,12:10,2h 15m,Non Stop,"5,954"
1816,Go First,12:15,14:30,2h 15m,Non Stop,"5,954"
1817,Go First,21:15,23:30,2h 15m,Non Stop,"5,954"
1818,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1819,Air India,07:00,08:55,1h 55m,Non Stop,"5,954"
1820,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1821,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,955"
1822,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,955"
1823,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,955"
1824,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,955"
1825,Air Asia,09:35,20:35,11h 00m,Non Stop,"4,919"
1826,Air Asia,18:35,06:45,12h 10m,Non Stop,"4,919"
1827,Air Asia,08:00,20:35,12h 35m,Non Stop,"4,919"
1828,Air Asia,18:35,07:15,12h 40m,Non Stop,"4,919"
1829,Air Asia,22:10,12:25,14h 15m,Non Stop,"4,919"
1830,Go First,07:00,09:10,2h 10m,Non Stop,"4,919"
1831,Go First,08:00,10:10,2h 10m,Non Stop,"5,404"
1832,Go First,22:30,00:40,2h 10m,Non Stop,"5,941"
1833,Go First,02:40,04:55,2h 15m,Non Stop,"5,941"
1834,Go First,19:40,21:55,2h 15m,Non Stop,"5,941"
1835,Go First,21:00,23:15,2h 15m,Non Stop,"5,941"
1836,Go First,10:30,12:50,2h 20m,Non Stop,"5,941"
1837,Go First,15:00,17:30,2h 30m,Non Stop,"5,941"
1838,Go First,17:55,20:25,2h 30m,Non Stop,"5,941"
1839,Go First,09:10,16:15,7h 05m,Non Stop,"5,941"
1840,Air India,07:00,09:05,2h 05m,Non Stop,"5,941"
1841,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,941"
1842,Air India,08:00,10:10,2h 10m,Non Stop,"5,942"
1843,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,942"
1844,Air India,10:40,12:50,2h 10m,Non Stop,"5,942"
1845,Air India,07:00,08:55,1h 55m,Non Stop,"5,942"
1846,Air India,08:00,10:15,2h 15m,Non Stop,"5,942"
1847,Air India,10:00,12:15,2h 15m,Non Stop,"5,942"
1848,Air India,19:00,21:15,2h 15m,Non Stop,"5,942"
1849,Air India,15:25,19:20,3h 55m,Non Stop,"5,942"
1850,Air India,07:05,11:10,4h 05m,Non Stop,"5,953"
1851,Air India,18:00,20:30,2h 30m,Non Stop,"5,953"
1852,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,953"
1853,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,953"
1854,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,953"
1855,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,953"
1856,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,953"
1857,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,953"
1858,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,953"
1859,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,953"
1860,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,954"
1861,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,954"
1862,Go First,06:00,08:10,2h 10m,Non Stop,"5,954"
1863,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1864,Go First,13:30,15:40,2h 10m,Non Stop,"5,954"
1865,Go First,18:00,20:10,2h 10m,Non Stop,"5,954"
1866,Go First,22:40,00:50,2h 10m,Non Stop,"5,954"
1867,Go First,09:55,12:10,2h 15m,Non Stop,"5,954"
1868,Go First,12:15,14:30,2h 15m,Non Stop,"5,954"
1869,Go First,21:15,23:30,2h 15m,Non Stop,"5,954"
1870,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1871,Air India,07:00,08:55,1h 55m,Non Stop,"5,955"
1872,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1873,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,955"
1874,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,955"
1875,Air Asia,20:45,06:45,10h 00m,Non Stop,"4,919"
1876,Air Asia,20:45,07:15,10h 30m,Non Stop,"4,919"
1877,Air Asia,09:35,20:35,11h 00m,Non Stop,"4,919"
1878,Air Asia,18:35,06:45,12h 10m,Non Stop,"4,919"
1879,Air Asia,08:00,20:35,12h 35m,Non Stop,"4,919"
1880,Air Asia,18:35,07:15,12h 40m,Non Stop,"4,919"
1881,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,404"
1882,Go First,07:00,09:10,2h 10m,Non Stop,"5,941"
1883,Go First,08:00,10:10,2h 10m,Non Stop,"5,941"
1884,Go First,22:30,00:40,2h 10m,Non Stop,"5,941"
1885,Go First,02:40,04:55,2h 15m,Non Stop,"5,941"
1886,Go First,19:40,21:55,2h 15m,Non Stop,"5,941"
1887,Go First,21:00,23:15,2h 15m,Non Stop,"5,941"
1888,Go First,10:30,12:50,2h 20m,Non Stop,"5,941"
1889,Go First,15:00,17:30,2h 30m,Non Stop,"5,941"
1890,Go First,17:55,20:25,2h 30m,Non Stop,"5,941"
1891,Go First,09:10,16:15,7h 05m,Non Stop,"5,941"
1892,Air India,07:00,09:05,2h 05m,Non Stop,"5,942"
1893,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,942"
1894,Air India,08:00,10:10,2h 10m,Non Stop,"5,942"
1895,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,942"
1896,Air India,10:40,12:50,2h 10m,Non Stop,"5,942"
1897,Air India,07:00,08:55,1h 55m,Non Stop,"5,942"
1898,Air India,08:00,10:15,2h 15m,Non Stop,"5,942"
1899,Air India,10:00,12:15,2h 15m,Non Stop,"5,942"
1900,Air India,19:00,21:15,2h 15m,Non Stop,"5,953"
1901,Air India,15:25,19:20,3h 55m,Non Stop,"5,953"
1902,Air India,07:05,11:10,4h 05m,Non Stop,"5,953"
1903,Air India,18:00,20:30,2h 30m,Non Stop,"5,953"
1904,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,953"
1905,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,953"
1906,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,953"
1907,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,953"
1908,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,953"
1909,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,953"
1910,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,954"
1911,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,954"
1912,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,954"
1913,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,954"
1914,Go First,06:00,08:10,2h 10m,Non Stop,"5,954"
1915,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1916,Go First,13:30,15:40,2h 10m,Non Stop,"5,954"
1917,Go First,18:00,20:10,2h 10m,Non Stop,"5,954"
1918,Go First,22:40,00:50,2h 10m,Non Stop,"5,954"
1919,Go First,09:55,12:10,2h 15m,Non Stop,"5,954"
1920,Go First,12:15,14:30,2h 15m,Non Stop,"5,955"
1921,Go First,21:15,23:30,2h 15m,Non Stop,"5,955"
1922,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1923,Air India,07:00,08:55,1h 55m,Non Stop,"5,955"
1924,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1925,Air Asia,21:25,06:45,9h 20m,Non Stop,"4,919"
1926,Air Asia,21:25,07:15,9h 50m,Non Stop,"4,919"
1927,Air Asia,20:45,06:45,10h 00m,Non Stop,"4,919"
1928,Air Asia,20:45,07:15,10h 30m,Non Stop,"4,919"
1929,Air Asia,09:35,20:35,11h 00m,Non Stop,"4,919"
1930,Air Asia,18:35,06:45,12h 10m,Non Stop,"4,919"
1931,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,404"
1932,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,941"
1933,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,941"
1934,Go First,07:00,09:10,2h 10m,Non Stop,"5,941"
1935,Go First,08:00,10:10,2h 10m,Non Stop,"5,941"
1936,Go First,22:30,00:40,2h 10m,Non Stop,"5,941"
1937,Go First,02:40,04:55,2h 15m,Non Stop,"5,941"
1938,Go First,19:40,21:55,2h 15m,Non Stop,"5,941"
1939,Go First,21:00,23:15,2h 15m,Non Stop,"5,941"
1940,Go First,10:30,12:50,2h 20m,Non Stop,"5,941"
1941,Go First,15:00,17:30,2h 30m,Non Stop,"5,941"
1942,Go First,17:55,20:25,2h 30m,Non Stop,"5,942"
1943,Go First,09:10,16:15,7h 05m,Non Stop,"5,942"
1944,Air India,07:00,09:05,2h 05m,Non Stop,"5,942"
1945,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,942"
1946,Air India,08:00,10:10,2h 10m,Non Stop,"5,942"
1947,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,942"
1948,Air India,10:40,12:50,2h 10m,Non Stop,"5,942"
1949,Air India,07:00,08:55,1h 55m,Non Stop,"5,942"
1950,Air India,08:00,10:15,2h 15m,Non Stop,"5,953"
1951,Air India,10:00,12:15,2h 15m,Non Stop,"5,953"
1952,Air India,19:00,21:15,2h 15m,Non Stop,"5,953"
1953,Air India,15:25,19:20,3h 55m,Non Stop,"5,953"
1954,Air India,07:05,11:10,4h 05m,Non Stop,"5,953"
1955,Air India,18:00,20:30,2h 30m,Non Stop,"5,953"
1956,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,953"
1957,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,953"
1958,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,953"
1959,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,953"
1960,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,954"
1961,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,954"
1962,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,954"
1963,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,954"
1964,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,954"
1965,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,954"
1966,Go First,06:00,08:10,2h 10m,Non Stop,"5,954"
1967,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1968,Go First,13:30,15:40,2h 10m,Non Stop,"5,954"
1969,Go First,18:00,20:10,2h 10m,Non Stop,"5,954"
1970,Go First,22:40,00:50,2h 10m,Non Stop,"5,955"
1971,Go First,09:55,12:10,2h 15m,Non Stop,"5,955"
1972,Go First,12:15,14:30,2h 15m,Non Stop,"5,955"
1973,Go First,21:15,23:30,2h 15m,Non Stop,"5,955"
1974,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,955"
1975,Air India,07:00,08:55,1h 55m,Non Stop,"4,919"
1976,Air Asia,14:40,22:25,7h 45m,Non Stop,"4,919"
1977,Air Asia,21:25,06:45,9h 20m,Non Stop,"4,919"
1978,Air Asia,21:25,07:15,9h 50m,Non Stop,"4,919"
1979,Air Asia,20:45,06:45,10h 00m,Non Stop,"4,919"
1980,Air Asia,20:45,07:15,10h 30m,Non Stop,"4,919"
1981,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,404"
1982,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,941"
1983,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,941"
1984,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,941"
1985,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,941"
1986,Go First,07:00,09:10,2h 10m,Non Stop,"5,941"
1987,Go First,08:00,10:10,2h 10m,Non Stop,"5,941"
1988,Go First,22:30,00:40,2h 10m,Non Stop,"5,941"
1989,Go First,02:40,04:55,2h 15m,Non Stop,"5,941"
1990,Go First,19:40,21:55,2h 15m,Non Stop,"5,941"
1991,Go First,21:00,23:15,2h 15m,Non Stop,"5,941"
1992,Go First,10:30,12:50,2h 20m,Non Stop,"5,942"
1993,Go First,15:00,17:30,2h 30m,Non Stop,"5,942"
1994,Go First,17:55,20:25,2h 30m,Non Stop,"5,942"
1995,Go First,09:10,16:15,7h 05m,Non Stop,"5,942"
1996,Air India,07:00,09:05,2h 05m,Non Stop,"5,942"
1997,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,942"
1998,Air India,08:00,10:10,2h 10m,Non Stop,"5,942"
1999,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,942"
